time	I(Iprim)
1.0679999999999024e-06	-15.265022642223222
1.0682000000025726e-06	-15.312102165363555
1.068399999998304e-06	-15.35911291149896
1.0686000000009743e-06	-15.406054868784404
1.0688000001007891e-06	-15.452928025504212
1.068999999999376e-06	-15.499732370071907
1.0692000000020463e-06	-15.546467891030035
1.0693999999977777e-06	-15.593134577050035
1.069600000000448e-06	-15.639732416932079
1.0698000000031183e-06	-15.686261399604915
1.0699999999988496e-06	-15.732721514125725
1.07020000000152e-06	-15.779112749679964
1.0703999999972513e-06	-15.825435095581229
1.0705999999999216e-06	-15.87168854127108
1.070800000002592e-06	-15.91787307631894
1.0709999999983233e-06	-15.96398869042189
1.0712000000009936e-06	-16.010035373404573
1.0714000001008084e-06	-16.056013115219017
1.0715999999993953e-06	-16.101921905944504
1.0718000000020655e-06	-16.147761735787437
1.071999999997797e-06	-16.193532595081162
1.0722000000004672e-06	-16.23923447428586
1.0724000000031375e-06	-16.284867363988386
1.072599999998869e-06	-16.330431254902148
1.0728000000015392e-06	-16.375926137866934
1.0729999999972706e-06	-16.421352003848792
1.0731999999999409e-06	-16.4667088439399
1.0734000000026112e-06	-16.511996649358416
1.0735999999983425e-06	-16.55721541144832
1.0738000000010128e-06	-16.602365121679323
1.0740000001008276e-06	-16.647445771646677
1.0741999999994145e-06	-16.692457353071077
1.0744000000020848e-06	-16.737399857798504
1.0745999999978162e-06	-16.782273277800105
1.0748000000004865e-06	-16.82707760517205
1.0750000000031568e-06	-16.871812832135383
1.0751999999988882e-06	-16.916478951035913
1.0754000000015584e-06	-16.961075954344068
1.0755999999972898e-06	-17.00560383465476
1.0757999999999601e-06	-17.050062584687247
1.0760000000026304e-06	-17.094452197285015
1.0761999999983618e-06	-17.13877266541564
1.076400000001032e-06	-17.18302398217065
1.0766000001008469e-06	-17.227206140765396
1.0767999999994338e-06	-17.271319134538935
1.077000000002104e-06	-17.31536295695387
1.0771999999978354e-06	-17.359337601596252
1.0774000000005057e-06	-17.403243062175427
1.077600000003176e-06	-17.44707933252392
1.0777999999989074e-06	-17.490846406597292
1.0780000000015777e-06	-17.534544278474026
1.078199999997309e-06	-17.578172942355405
1.0783999999999794e-06	-17.621732392565345
1.0786000000026497e-06	-17.665222623550306
